Student ID,Student Name,Campus Location,Study Mode,Course Name,Application Date,Agent Name,Application Stage,Business Development Manager,Total Fee,Fee Paid,Intake Name,Date of Birth,Date Conditional Offer,Date Unconditional Offer,Date Enrolled,Email
S1579,Michael Thompson,Dublin,Part-time,MSc Marketing,1/16/2025,UniBridge,Enrolled,David Lee,19652,13671,25-Sep,7/9/2003,1/22/2025,5/15/2025,5/25/2025,walterchavez@williamson.com
S1580,Loretta Baldwin,London,Weekend,BSc Computer Science,12/1/2024,UniBridge,Unconditional Offer,Alice Johnson,12241,10165,25-Sep,5/22/1998,12/18/2024,1/6/2025,,jbarnett@garcia-smith.com
S1581,Grant Black,Dublin,Weekend,BA Economics,10/3/2024,Bright Horizons,Withdrawn,Maria Garcia,18191,192,25-May,12/17/1992,,,,suttonanthony@gmail.com
S1582,Meghan Acevedo MD,Berlin,Weekend,MSc Data Science,3/25/2025,Bright Horizons,Enrolled,Maria Garcia,22120,13263,25-Sep,10/2/1991,6/20/2025,6/26/2025,6/29/2025,dfriedman@pierce.biz
S1583,David Torres,Paris,Full-time,MSc Data Science,7/16/2024,Global Edu,Withdrawn,Alice Johnson,13394,353,25-Sep,4/17/1992,,,,patricia53@gmail.com
S1584,Samantha Curtis,Dublin,Full-time,BA Economics,7/26/2024,Bright Horizons,Enrolled,Maria Garcia,23913,12513,25-Jan,10/29/1992,8/17/2024,11/26/2024,4/22/2025,gcollins@barrett.com
S1585,Richard Summers,Paris,Full-time,BBA,8/5/2024,Bright Horizons,Conditional Offer,Alice Johnson,23009,3589,25-Sep,3/2/2000,4/21/2025,,,wdavis@gmail.com
S1586,Pamela Cervantes,London,Weekend,BA Economics,11/2/2024,Future Abroad,Enquiry,Robert Smith,15538,488,25-May,7/23/1998,,,,williamlucas@rollins.biz
S1587,William Brown,Madrid,Weekend,MSc Data Science,5/24/2025,Future Abroad,Conditional Offer,Maria Garcia,18696,5332,25-Sep,1/30/2007,6/1/2025,,,danielking@harris.com
S1588,Andrea Meyer,London,Evening,MSc Data Science,8/3/2024,Future Abroad,Conditional Offer,Robert Smith,14816,4003,25-Jan,7/8/1996,6/29/2025,,,millermarilyn@gmail.com
S1589,Zachary Marquez,Dublin,Part-time,BSc Computer Science,8/7/2024,UniBridge,Unconditional Offer,Maria Garcia,24031,18156,25-Sep,8/20/1995,11/15/2024,2/9/2025,,ruizcheryl@martin-clark.com
S1590,Susan Baker,London,Evening,BSc Computer Science,10/15/2024,Global Edu,Enquiry,Emma Brown,12904,216,25-Sep,10/11/1991,,,,deannarose@jimenez.com
S1591,Tyler Baldwin,Berlin,Part-time,BSc Computer Science,12/4/2024,Future Abroad,Conditional Offer,Maria Garcia,24317,2689,25-May,9/17/1999,6/17/2025,,,hesterbarbara@yahoo.com
S1592,Keith Mercado,Dublin,Weekend,BA Economics,7/3/2024,Future Abroad,Conditional Offer,Emma Brown,22546,2829,25-Jan,5/31/2002,7/21/2024,,,mgolden@yahoo.com
S1593,Stephanie Powers,London,Evening,MSc Data Science,7/26/2024,Global Edu,Unconditional Offer,Alice Johnson,18026,10283,25-May,3/21/2000,8/4/2024,9/8/2024,,robin65@gmail.com
S1594,Alex Rhodes,London,Evening,BSc Computer Science,8/22/2024,EduPath,Enrolled,Emma Brown,15066,9939,25-Jan,6/8/1995,5/13/2025,6/13/2025,6/24/2025,johnsonlucas@decker.net
S1595,Lori Chavez,London,Full-time,BSc Computer Science,11/7/2024,Bright Horizons,Conditional Offer,Emma Brown,13670,695,25-Sep,12/24/1993,1/5/2025,,,phammond@yahoo.com
S1596,Michelle Beard,Berlin,Full-time,MBA,11/2/2024,Global Edu,Enquiry,Emma Brown,21316,302,25-Jan,7/23/2000,,,,martinjay@hotmail.com
S1597,Amy Singh,Dublin,Full-time,BSc Computer Science,6/3/2025,Future Abroad,Enquiry,Emma Brown,19709,164,25-May,11/14/2004,,,,mcdonaldgeorge@gmail.com
S1598,Linda Hopkins,Paris,Weekend,MSc Marketing,7/30/2024,UniBridge,Unconditional Offer,Maria Garcia,19748,17582,25-Jan,8/28/1998,1/7/2025,2/18/2025,,abutler@gmail.com
S1599,Abigail Vazquez,Paris,Part-time,MSc Marketing,5/16/2025,Future Abroad,Conditional Offer,David Lee,14392,2585,25-Sep,2/15/1993,5/19/2025,,,danamiller@pacheco.biz
S1600,Douglas Mayer,Paris,Evening,BSc Computer Science,9/3/2024,EduPath,Enrolled,Alice Johnson,10960,7928,25-May,9/18/2000,11/20/2024,6/8/2025,6/11/2025,nichole62@hotmail.com
S1601,Sheila Barnes,Madrid,Weekend,MSc Marketing,4/27/2025,EduPath,Conditional Offer,Emma Brown,11237,1511,25-Jan,6/6/2000,6/19/2025,,,patrickpatrick@gmail.com
S1602,Samantha Arnold,Berlin,Evening,BSc Computer Science,1/30/2025,Future Abroad,Enrolled,Emma Brown,10027,9333,25-May,3/30/1994,5/29/2025,7/1/2025,7/1/2025,keith62@nelson.com
S1603,Anne Thompson,Madrid,Full-time,BBA,5/11/2025,Global Edu,Enquiry,Robert Smith,9196,213,25-May,9/16/1992,,,,xreynolds@yahoo.com
S1604,Thomas Black,Madrid,Weekend,MSc Data Science,2/11/2025,UniBridge,Enquiry,Alice Johnson,24914,234,25-Sep,4/8/2001,,,,youngmaria@yahoo.com
S1605,Charles Hoffman,Dublin,Part-time,BSc Computer Science,5/28/2025,EduPath,Enquiry,Maria Garcia,11106,453,25-May,3/14/2006,,,,garysimmons@gibson.com
S1606,Krystal Hodges,London,Full-time,BA Economics,4/10/2025,EduPath,Enrolled,Robert Smith,11575,6439,25-Jan,9/27/1999,6/29/2025,7/1/2025,7/1/2025,edwardsmelanie@gmail.com
S1607,Amy Butler,London,Evening,MBA,6/11/2025,EduPath,Enquiry,David Lee,13435,236,25-Sep,10/2/2002,,,,lrobbins@yahoo.com
S1608,Jerry Lawrence,Madrid,Part-time,BBA,3/18/2025,Future Abroad,Conditional Offer,David Lee,17225,750,25-May,12/9/1996,4/12/2025,,,hlloyd@combs-hanson.com
S1609,Rebecca Key,Madrid,Full-time,MBA,2/7/2025,UniBridge,Conditional Offer,David Lee,12117,2529,25-May,6/2/1995,3/30/2025,,,andrea35@cruz-rodriguez.com
S1610,Cheryl Smith,Dublin,Full-time,MSc Marketing,10/14/2024,UniBridge,Withdrawn,Robert Smith,18641,94,25-Sep,8/30/2004,,,,johnny38@carroll.com
S1611,Michael Carter,Berlin,Full-time,MSc Data Science,2/26/2025,Bright Horizons,Enrolled,Robert Smith,23822,16876,25-Sep,9/8/1991,6/5/2025,6/24/2025,6/28/2025,bowersjonathan@bray.com
S1612,David Miller,Paris,Part-time,MSc Data Science,1/14/2025,Global Edu,Enrolled,David Lee,15291,14595,25-Jan,4/6/2004,6/4/2025,6/25/2025,6/30/2025,brian17@lopez.net
S1613,Karen Hughes,Berlin,Evening,BA Economics,3/9/2025,Future Abroad,Unconditional Offer,Maria Garcia,17063,15632,25-May,9/29/1999,3/30/2025,5/3/2025,,klinekristen@hotmail.com
S1614,Danielle Cole,Madrid,Full-time,BA Economics,9/18/2024,Bright Horizons,Enrolled,David Lee,21983,10994,25-Sep,2/1/1995,11/13/2024,7/1/2025,7/1/2025,maldonadosteven@gmail.com
S1615,Tricia Barnes,London,Weekend,MSc Data Science,7/11/2024,Global Edu,Enrolled,Alice Johnson,19884,15121,25-Jan,7/28/1993,4/19/2025,5/21/2025,5/30/2025,jesse71@gmail.com
S1616,Selena Jackson PhD,Madrid,Evening,BSc Computer Science,10/4/2024,UniBridge,Unconditional Offer,Alice Johnson,19162,12030,25-Sep,10/23/1991,12/29/2024,2/7/2025,,cindy87@hotmail.com
S1617,Cameron Vazquez,Paris,Full-time,MSc Marketing,7/21/2024,UniBridge,Unconditional Offer,Alice Johnson,12892,9978,25-Sep,11/14/1990,1/11/2025,2/25/2025,,matthewsjoshua@yahoo.com
S1618,Mark Davenport,Dublin,Weekend,BBA,11/22/2024,Bright Horizons,Unconditional Offer,Emma Brown,23985,22506,25-Jan,4/7/1998,1/31/2025,3/8/2025,,sherry52@gonzalez.com
S1619,Tamara Hale,Dublin,Evening,MSc Marketing,8/31/2024,EduPath,Enrolled,Alice Johnson,20870,10670,25-Sep,5/20/1992,6/21/2025,7/1/2025,7/1/2025,hjones@yahoo.com
S1620,Lisa Watson,Dublin,Part-time,BA Economics,6/6/2025,Global Edu,Conditional Offer,Maria Garcia,10205,944,25-Sep,7/28/1994,6/21/2025,,,brenda77@gmail.com
S1621,Jennifer Clements,Berlin,Evening,MSc Data Science,9/10/2024,Global Edu,Conditional Offer,Robert Smith,14274,3748,25-Sep,11/25/1997,1/20/2025,,,timothyflores@payne.com
S1622,Bradley Tran,Madrid,Part-time,MSc Data Science,6/5/2025,Global Edu,Enquiry,Robert Smith,19719,17,25-Sep,8/23/1993,,,,sharonherrera@moyer.com
S1623,Jacqueline Gaines,Madrid,Part-time,MSc Data Science,1/18/2025,Bright Horizons,Enrolled,Robert Smith,11027,7879,25-Jan,6/14/1999,3/9/2025,4/1/2025,5/23/2025,brianreyes@wright.net
S1624,Bianca Marquez,Paris,Part-time,BBA,2/7/2025,Bright Horizons,Conditional Offer,Emma Brown,15032,3064,25-Jan,8/30/1991,6/3/2025,,,cooperapril@sanchez.net
S1625,Emily Moore,London,Weekend,BSc Computer Science,7/19/2024,Future Abroad,Enrolled,Maria Garcia,16622,14681,25-Jan,11/27/2003,9/9/2024,11/15/2024,11/28/2024,ericksonbrian@huber.biz
S1626,Lisa Wade,Berlin,Weekend,MBA,11/6/2024,UniBridge,Enrolled,Maria Garcia,12409,11753,25-Sep,3/15/1996,2/26/2025,5/20/2025,6/13/2025,whiterichard@freeman-lane.com
S1627,Nichole Nguyen,Madrid,Full-time,BSc Computer Science,6/25/2025,Bright Horizons,Conditional Offer,David Lee,13266,1835,25-Sep,8/11/2004,6/29/2025,,,oanthony@gmail.com
S1628,Matthew Barnes,Berlin,Evening,MSc Marketing,4/18/2025,Bright Horizons,Enrolled,Emma Brown,21925,15533,25-Sep,8/15/2001,6/25/2025,6/26/2025,6/30/2025,bryanjohnson@hurst.com
S1629,Heather Maxwell,Dublin,Full-time,BA Economics,7/24/2024,EduPath,Enrolled,Robert Smith,16070,11542,25-May,4/21/1991,2/23/2025,3/17/2025,6/30/2025,holly18@mcknight-lawrence.com
S1630,Jennifer Wilkins,Dublin,Part-time,MSc Data Science,1/12/2025,Global Edu,Enquiry,Emma Brown,18643,170,25-May,9/26/1998,,,,johnherrera@roberts.com
S1631,Daniel Williams,Dublin,Evening,MSc Marketing,2/11/2025,Future Abroad,Conditional Offer,Alice Johnson,24578,1922,25-Jan,12/2/1991,2/22/2025,,,tara83@garcia.biz
S1632,Julia Flowers,Berlin,Evening,MSc Data Science,9/24/2024,EduPath,Conditional Offer,Robert Smith,16172,1013,25-Sep,12/5/2002,6/21/2025,,,clarkmelissa@gmail.com
S1633,Gabriella Stewart,Berlin,Part-time,BA Economics,2/21/2025,Bright Horizons,Conditional Offer,Emma Brown,22619,5215,25-Jan,10/14/2001,5/7/2025,,,beckerchristopher@johnson-owen.com
S1634,Stephanie Harris,Berlin,Weekend,BA Economics,12/30/2024,Bright Horizons,Withdrawn,David Lee,24837,42,25-May,5/22/1998,,,,ucopeland@hudson.info
S1635,Jennifer Wang,London,Part-time,MSc Data Science,6/25/2025,UniBridge,Unconditional Offer,Alice Johnson,20658,10621,25-Jan,1/31/1991,6/27/2025,6/28/2025,,andrew72@davis-maldonado.com
S1636,William Stephens,London,Weekend,MSc Marketing,7/19/2024,EduPath,Unconditional Offer,Alice Johnson,14020,10554,25-May,12/29/2004,6/6/2025,6/25/2025,,epena@hotmail.com
S1637,Mitchell Martin,Paris,Weekend,MSc Data Science,11/24/2024,Global Edu,Conditional Offer,Robert Smith,17901,4724,25-Sep,6/27/2004,12/10/2024,,,kcohen@yoder-fuentes.com
S1638,Danny Horne,Paris,Weekend,BBA,11/27/2024,EduPath,Unconditional Offer,David Lee,18635,11875,25-May,9/14/1989,6/14/2025,6/14/2025,,karadecker@brown.com
S1639,Kelly Nolan,London,Part-time,MSc Data Science,4/27/2025,EduPath,Unconditional Offer,Alice Johnson,14988,12235,25-Jan,6/19/1999,5/18/2025,6/13/2025,,ldavies@gmail.com
S1640,Mark Brewer,Madrid,Weekend,MBA,2/3/2025,EduPath,Enrolled,Alice Johnson,18382,17173,25-Sep,11/29/2000,3/23/2025,5/5/2025,6/13/2025,scottjonathan@hotmail.com
S1641,William Bradley,Dublin,Part-time,MSc Data Science,12/16/2024,EduPath,Conditional Offer,Emma Brown,23351,862,25-Jan,11/22/1991,5/1/2025,,,mvasquez@campbell.com
S1642,Ronald Stevenson,Dublin,Part-time,MSc Marketing,8/28/2024,Bright Horizons,Enrolled,Emma Brown,9742,8705,25-May,10/31/1991,9/9/2024,1/21/2025,6/1/2025,williamsjodi@schultz.com
S1643,Marie Mcgee,Berlin,Weekend,BSc Computer Science,5/18/2025,Bright Horizons,Enquiry,David Lee,10872,203,25-May,6/8/2003,,,,swolf@hayes.biz
S1644,James Park,Paris,Weekend,BA Economics,11/13/2024,Bright Horizons,Unconditional Offer,David Lee,11442,8817,25-Sep,8/14/2004,2/14/2025,5/8/2025,,hillmike@hotmail.com
S1645,Christian Horton,London,Full-time,MBA,11/4/2024,UniBridge,Conditional Offer,Alice Johnson,10827,2304,25-Sep,2/20/2001,5/3/2025,,,smithcraig@flores.biz
S1646,Taylor Smith,Madrid,Full-time,MBA,2/25/2025,UniBridge,Conditional Offer,Robert Smith,13331,3529,25-Jan,7/25/1997,6/23/2025,,,williamdunn@yahoo.com
S1647,Andrea Leonard,Berlin,Weekend,BSc Computer Science,9/30/2024,Global Edu,Conditional Offer,Robert Smith,19411,3968,25-Sep,1/29/2001,10/19/2024,,,leesanchez@jones.org
S1648,Michael Arnold,Dublin,Weekend,BBA,5/27/2025,Global Edu,Conditional Offer,Emma Brown,12171,2580,25-Jan,3/17/1999,5/29/2025,,,barbara46@yahoo.com
S1649,Mr. Jonathan Benjamin II,Berlin,Part-time,BA Economics,1/20/2025,Future Abroad,Conditional Offer,Robert Smith,13777,1486,25-Sep,1/6/1998,2/19/2025,,,justin60@hotmail.com
S1650,Jacob Aguilar,Berlin,Evening,MSc Data Science,7/25/2024,Bright Horizons,Enrolled,Robert Smith,23863,23136,25-Jan,3/8/1993,11/28/2024,12/3/2024,2/17/2025,randall72@sandoval-levy.com
S1651,Bethany Graves,Berlin,Part-time,MBA,10/19/2024,Bright Horizons,Enrolled,Robert Smith,20654,13177,25-Jan,12/5/1995,1/16/2025,6/29/2025,7/1/2025,steven12@floyd.com
S1652,Tom Quinn,Berlin,Full-time,MSc Marketing,5/31/2025,EduPath,Enrolled,David Lee,16909,10148,25-Sep,4/21/2006,6/27/2025,6/28/2025,6/29/2025,scottcollins@henson.com
S1653,Tyler Miles,Paris,Evening,MBA,8/1/2024,Global Edu,Enquiry,Robert Smith,24172,349,25-Jan,3/26/1992,,,,traceybridges@hammond-rodgers.biz
S1654,Jeremy Dougherty,Paris,Weekend,MBA,8/1/2024,Global Edu,Enrolled,David Lee,24981,20246,25-Sep,2/14/2004,5/10/2025,6/20/2025,7/1/2025,kelsey63@lopez.net
S1655,Kevin Bird,Berlin,Evening,BSc Computer Science,8/25/2024,EduPath,Unconditional Offer,Maria Garcia,17528,9371,25-Sep,10/14/1990,6/1/2025,6/7/2025,,galvanmichael@hotmail.com
S1656,Lisa Brown,London,Evening,MSc Marketing,3/29/2025,EduPath,Enrolled,Alice Johnson,16792,10137,25-Sep,3/20/1996,5/14/2025,6/25/2025,7/1/2025,schmidtmichael@yahoo.com
S1657,Dalton Morrow,Dublin,Evening,MSc Data Science,9/14/2024,Bright Horizons,Unconditional Offer,Alice Johnson,16207,10671,25-Sep,1/24/1997,5/25/2025,6/29/2025,,alicia08@yahoo.com
S1658,Robert Gibbs,Dublin,Full-time,BSc Computer Science,2/20/2025,Global Edu,Withdrawn,Emma Brown,17020,241,25-Jan,8/31/2002,,,,stephaniebaldwin@gmail.com
S1659,Jasmine Schroeder,Berlin,Full-time,BBA,1/27/2025,Global Edu,Conditional Offer,Alice Johnson,23435,1645,25-Sep,5/18/1995,5/12/2025,,,acarr@yahoo.com
S1660,Jessica Solis,Madrid,Evening,MSc Marketing,6/19/2025,UniBridge,Enrolled,Emma Brown,15464,9416,25-Sep,9/27/2002,6/26/2025,6/29/2025,7/1/2025,jennifer77@gmail.com
S1661,Kathryn Kaufman,Berlin,Part-time,MSc Data Science,8/23/2024,Future Abroad,Conditional Offer,Emma Brown,14174,541,25-Jan,5/18/1995,12/14/2024,,,carla03@yahoo.com
S1662,Brandy Murphy MD,Madrid,Weekend,MSc Data Science,10/9/2024,Bright Horizons,Conditional Offer,David Lee,18465,3235,25-Sep,4/20/1998,3/10/2025,,,esparzaandrea@thompson.com
S1663,Hayley Patrick,Madrid,Part-time,MSc Data Science,8/14/2024,Bright Horizons,Unconditional Offer,Robert Smith,20304,14283,25-May,4/12/2003,6/2/2025,6/25/2025,,berrygarrett@williams.com
S1664,John Hobbs,Madrid,Full-time,MSc Data Science,8/2/2024,UniBridge,Conditional Offer,David Lee,10740,2156,25-Sep,1/2/2000,6/29/2025,,,dpowell@yahoo.com
S1665,Daniel Walton,London,Part-time,MSc Data Science,1/2/2025,Future Abroad,Enquiry,Alice Johnson,12896,187,25-May,5/4/1993,,,,mgreene@floyd.com
S1666,Ashley Riley,Paris,Full-time,BA Economics,6/8/2025,Bright Horizons,Enrolled,Maria Garcia,20171,16072,25-Jan,1/10/1995,6/11/2025,6/16/2025,6/27/2025,garciadonna@lopez.info
S1667,Erica Scott,Dublin,Full-time,MBA,3/4/2025,Future Abroad,Conditional Offer,Robert Smith,13258,3176,25-Sep,3/22/2007,5/1/2025,,,rwells@hotmail.com
S1668,Jamie Payne,Paris,Part-time,BSc Computer Science,5/9/2025,UniBridge,Unconditional Offer,Maria Garcia,12271,9595,25-May,2/13/2007,6/5/2025,6/17/2025,,jessica92@yahoo.com
S1669,Brandon Macias,Dublin,Part-time,MBA,1/29/2025,Bright Horizons,Withdrawn,Robert Smith,13362,313,25-Sep,11/26/1996,,,,olee@frank.com
S1670,Ian Myers,Madrid,Weekend,MSc Data Science,10/27/2024,EduPath,Enrolled,Robert Smith,18429,11757,25-Jan,3/23/2006,11/24/2024,4/15/2025,6/25/2025,derekhoffman@rivera.com
S1671,Karen Weaver,Paris,Evening,MSc Marketing,10/14/2024,Future Abroad,Enquiry,David Lee,10396,15,25-Sep,7/6/1991,,,,hkemp@hotmail.com
S1672,Anthony Powers,Dublin,Part-time,MSc Marketing,5/8/2025,Bright Horizons,Enquiry,David Lee,18674,435,25-Sep,3/7/2000,,,,crystal36@kline-hamilton.com
S1673,Judith Herring,Berlin,Part-time,BA Economics,12/28/2024,EduPath,Enquiry,Robert Smith,10138,188,25-May,7/18/2005,,,,gkaiser@hotmail.com
S1674,Rose Johns,Madrid,Weekend,MBA,8/13/2024,UniBridge,Withdrawn,Alice Johnson,12800,219,25-Jan,11/8/1998,,,,mark11@hotmail.com
S1675,Benjamin Kramer,Dublin,Full-time,MSc Marketing,10/1/2024,EduPath,Conditional Offer,Emma Brown,12295,1438,25-Jan,1/19/2000,6/9/2025,,,fwilliams@yahoo.com
S1676,Lindsay Wiley,Dublin,Full-time,BSc Computer Science,12/21/2024,UniBridge,Enquiry,Maria Garcia,21927,96,25-Jan,1/10/2001,,,,brandon24@chung.com
S1677,Zachary Roth,Madrid,Full-time,MSc Marketing,2/16/2025,Bright Horizons,Enrolled,Emma Brown,20656,18042,25-Jan,9/5/2000,2/25/2025,4/13/2025,4/24/2025,kcross@adams.org
S1678,Gregory Vincent,Madrid,Full-time,MSc Marketing,10/19/2024,Global Edu,Enrolled,Emma Brown,23208,18849,25-May,11/17/1996,11/29/2024,1/10/2025,6/14/2025,matthew78@campbell.info
S1679,April Sullivan,Madrid,Part-time,MSc Data Science,12/7/2024,Global Edu,Enrolled,Maria Garcia,15711,10541,25-May,10/11/2006,1/1/2025,6/1/2025,6/11/2025,fletcheredward@sanchez.com
S1680,Kimberly Cox,Paris,Evening,BA Economics,10/13/2024,Future Abroad,Enquiry,Emma Brown,20458,116,25-Jan,10/16/1990,,,,michaelstewart@massey-scott.com
S1681,Jill Mason,London,Full-time,BA Economics,12/22/2024,Bright Horizons,Enrolled,Alice Johnson,13854,7687,25-May,7/22/2001,6/9/2025,6/22/2025,6/22/2025,jolson@bernard-payne.com
S1682,Miss Brittany Ortiz MD,Berlin,Full-time,BA Economics,7/15/2024,Future Abroad,Enrolled,Emma Brown,11857,11758,25-May,5/19/2006,3/9/2025,7/1/2025,7/1/2025,lbenson@yahoo.com
S1683,Kevin Crawford,Dublin,Full-time,MBA,4/6/2025,Bright Horizons,Unconditional Offer,Robert Smith,24606,14169,25-Sep,3/9/1996,5/19/2025,6/27/2025,,williamwalters@andrews.net
S1684,Kathryn Watkins,London,Weekend,MSc Marketing,9/5/2024,Global Edu,Enquiry,Maria Garcia,24168,200,25-Sep,12/15/2000,,,,cperez@hansen.net
S1685,Kayla Perkins,London,Weekend,MBA,12/29/2024,Bright Horizons,Enquiry,Alice Johnson,16260,437,25-Sep,8/2/1989,,,,michelleburns@cox.com
S1686,Ruben Sanchez,Berlin,Part-time,MSc Marketing,6/27/2025,Bright Horizons,Unconditional Offer,Robert Smith,17114,13263,25-Jan,1/20/1993,6/30/2025,6/30/2025,,robertsonmegan@yahoo.com
S1687,William Conley,Paris,Evening,BBA,1/14/2025,Global Edu,Enquiry,Maria Garcia,19802,201,25-May,12/21/2006,,,,joandavis@gmail.com
S1688,William Rodriguez,Madrid,Weekend,MSc Marketing,7/30/2024,Global Edu,Enrolled,David Lee,12018,8738,25-Jan,10/18/1993,3/18/2025,4/10/2025,6/28/2025,hallmaria@hall-ramirez.com
S1689,Donald Gonzalez DDS,Dublin,Full-time,MBA,3/16/2025,UniBridge,Enquiry,Maria Garcia,14507,234,25-May,6/17/1997,,,,harrisonerik@davis-collins.com
S1690,David May,Madrid,Weekend,MBA,7/26/2024,Global Edu,Conditional Offer,Alice Johnson,13697,2088,25-Sep,9/14/2005,2/20/2025,,,mitchell45@hotmail.com
S1691,Anthony Oneal,Berlin,Weekend,MSc Data Science,2/19/2025,UniBridge,Conditional Offer,Emma Brown,10156,610,25-May,10/23/1992,5/31/2025,,,doughertyjennifer@snyder.com
S1692,Madison Schultz,Berlin,Part-time,MBA,9/16/2024,Future Abroad,Conditional Offer,Robert Smith,24336,3042,25-May,2/25/2001,1/15/2025,,,jefferyduncan@olson.com
S1693,Allison Jones,Madrid,Part-time,BA Economics,5/25/2025,Future Abroad,Conditional Offer,Alice Johnson,22024,1601,25-Jan,1/14/1996,5/28/2025,,,saunderscharlotte@price.com
S1694,Catherine Morgan,Paris,Weekend,BA Economics,7/26/2024,Global Edu,Conditional Offer,Robert Smith,18735,2050,25-Sep,6/10/2003,1/25/2025,,,vanessabenson@hotmail.com
S1695,Olivia Robertson,Madrid,Evening,MSc Marketing,8/21/2024,Future Abroad,Enrolled,David Lee,20886,11233,25-Sep,6/23/1999,10/18/2024,12/12/2024,2/26/2025,mwright@gmail.com
S1696,Michael Roberson,Dublin,Full-time,MBA,5/26/2025,Future Abroad,Enquiry,Emma Brown,20422,463,25-Jan,9/16/1992,,,,tinathomas@johnson.net
S1697,Jason Payne,Dublin,Weekend,BSc Computer Science,7/15/2024,EduPath,Enrolled,Maria Garcia,15218,8855,25-Sep,5/1/1995,12/11/2024,6/24/2025,6/29/2025,roybarnes@gmail.com
S1698,Douglas Boone,Berlin,Weekend,MSc Marketing,5/4/2025,Bright Horizons,Conditional Offer,Robert Smith,14586,687,25-Jan,4/14/1992,6/17/2025,,,palmerjohn@yahoo.com
S1699,Brent Smith,Paris,Part-time,MBA,3/5/2025,Bright Horizons,Enquiry,Maria Garcia,23763,479,25-Sep,7/8/2003,,,,margaretnguyen@reyes.com
S1700,Johnny Grimes,London,Weekend,BSc Computer Science,1/18/2025,Bright Horizons,Enrolled,Emma Brown,15354,13879,25-Jan,11/10/1990,5/14/2025,5/31/2025,5/31/2025,harrisraymond@yahoo.com
S1701,Joann Sherman,Berlin,Weekend,BA Economics,6/14/2025,Bright Horizons,Unconditional Offer,Alice Johnson,23812,19764,25-Jan,10/18/1997,6/24/2025,6/29/2025,,lmorrow@hotmail.com
S1702,Andrew Rodriguez,Paris,Evening,MBA,3/14/2025,Bright Horizons,Conditional Offer,David Lee,22586,5730,25-Sep,5/12/2001,5/19/2025,,,martinapril@gmail.com
S1703,Courtney Ortiz,London,Weekend,BA Economics,11/26/2024,EduPath,Enquiry,Emma Brown,24365,284,25-May,2/16/1992,,,,dianareeves@hotmail.com
S1704,Kimberly Soto,Paris,Evening,BA Economics,10/22/2024,Global Edu,Enquiry,Robert Smith,18376,60,25-Sep,7/25/1993,,,,jennifer14@key-hall.biz
S1705,Christian Austin,Dublin,Evening,BA Economics,9/1/2024,Bright Horizons,Conditional Offer,Alice Johnson,17690,3004,25-May,11/22/1992,9/2/2024,,,annamartinez@hotmail.com
S1706,Vanessa Cruz,Madrid,Full-time,BA Economics,1/27/2025,EduPath,Enrolled,Alice Johnson,20557,18530,25-Sep,12/28/2005,3/26/2025,4/10/2025,5/27/2025,mendezdavid@sandoval.com
S1707,Michele Cooper,Berlin,Weekend,MBA,4/2/2025,UniBridge,Unconditional Offer,Maria Garcia,22384,16092,25-Jan,4/27/1995,5/23/2025,5/29/2025,,jessicatapia@santana-stewart.com
S1708,James Martinez,London,Evening,MBA,10/5/2024,Bright Horizons,Enquiry,Alice Johnson,19603,301,25-Jan,11/10/2000,,,,plewis@hotmail.com
S1709,Jason Delgado,Paris,Part-time,MBA,9/26/2024,UniBridge,Conditional Offer,Alice Johnson,24429,1304,25-Sep,7/25/2001,4/25/2025,,,eturner@gmail.com
S1710,Albert Thomas,Berlin,Evening,BA Economics,7/12/2024,Future Abroad,Enquiry,Emma Brown,16949,435,25-May,8/5/2004,,,,acostajessica@khan.com
S1711,Mark Smith,Berlin,Evening,BSc Computer Science,2/26/2025,EduPath,Enrolled,David Lee,12944,8039,25-May,8/11/1996,4/6/2025,4/7/2025,5/13/2025,burnettadam@gmail.com
S1712,Timothy Lynch,London,Full-time,BBA,12/13/2024,Bright Horizons,Enquiry,David Lee,17619,352,25-Jan,2/8/2005,,,,mpreston@jensen.org
S1713,William Mitchell,Berlin,Weekend,BSc Computer Science,9/17/2024,EduPath,Unconditional Offer,Alice Johnson,22679,14798,25-May,12/9/2003,11/26/2024,3/4/2025,,rachel28@gmail.com
S1714,Nathan Meadows,Berlin,Evening,BA Economics,4/26/2025,Bright Horizons,Enrolled,Maria Garcia,22214,12483,25-Sep,9/22/1991,6/9/2025,6/17/2025,6/19/2025,martinezdarrell@stewart.org
S1715,Tracy Carter,Paris,Weekend,BA Economics,10/3/2024,UniBridge,Enquiry,David Lee,20331,179,25-Sep,6/13/1992,,,,lindabennett@washington.com
S1716,Benjamin Roberson,Paris,Part-time,BSc Computer Science,8/30/2024,Global Edu,Unconditional Offer,David Lee,16493,13358,25-Jan,1/30/2002,3/20/2025,5/22/2025,,agarza@sims-ward.com
S1717,Elizabeth Long,Madrid,Full-time,MSc Data Science,12/24/2024,UniBridge,Enrolled,Alice Johnson,24218,17954,25-May,10/19/2005,3/29/2025,5/17/2025,7/1/2025,anna56@yahoo.com
S1718,Beth Marshall,Madrid,Weekend,BBA,2/10/2025,EduPath,Conditional Offer,David Lee,20871,4799,25-May,7/23/1997,5/21/2025,,,singhtodd@hotmail.com
